Jersey,Player,Pos,Year,GP,GS,Team
98,"Horne, Timmy",DL,4,6,3,Charlotte 49ers
44,"Horton, Mikel",DL,4,4,3,Charlotte 49ers
33,"Houston, Chris",WR,1,4,0,Charlotte 49ers
55,"Hughes, Jaxon",OL,1,3,0,Charlotte 49ers
88,"Hunt, Jacob",TE,3,0,0,Charlotte 49ers
21,"Hunt, LaDamion",DB,3,0,0,Charlotte 49ers
35,"Hunt, Myles",DB,2,0,0,Charlotte 49ers
0,"Ivey, Trexler",QB,1,0,0,Charlotte 49ers
36,"Jackson, Anthony",DB,1,0,0,Charlotte 49ers
5,"Jacobs, Jon",OL,4,6,5,Charlotte 49ers
1,"Jeffery, Justin",WR,2,4,0,Charlotte 49ers
7,"Johnson, Braylin",WR,1,0,0,Charlotte 49ers
14,"Kane, Whit",WR,1,0,0,Charlotte 49ers
78,"Kelly, Hunter",OL,4,6,4,Charlotte 49ers
53,"Kelly, Michael",DL,1,6,0,Charlotte 49ers
32,"Kennon, Bryce",TE,1,6,0,Charlotte 49ers
52,"King, Jonny",OL,1,0,0,Charlotte 49ers
29,"Kofoed, Ricky",TE,1,0,0,Charlotte 49ers
8,"Lyon, Nafees",DB,4,6,6,Charlotte 49ers
17,"Martin, Luke",LB,4,6,6,Charlotte 49ers
23,"Martinez, Matt",DB,2,4,0,Charlotte 49ers
39,"Maya, George",LB,3,1,0,Charlotte 49ers
48,"Mazangu, Barutti",DL,1,0,0,Charlotte 49ers
5,"McAllister, Aaron",RB,4,5,2,Charlotte 49ers
25,"McEachern, Chavon",RB,1,3,0,Charlotte 49ers
1,"McKnight, Romeo",DL,4,6,5,Charlotte 49ers
41,"McLaughlin, Doug",LS,2,1,0,Charlotte 49ers
4,"McMillan, Lance",DB,2,6,6,Charlotte 49ers
1,"Minson, Colt",QB,1,0,0,Charlotte 49ers
34,"Misenheimer, Javonte",LB,3,0,0,Charlotte 49ers
91,"Mobley, Corey",DE,3,0,0,Charlotte 49ers
56,"Moore, Jordan",DL,1,0,0,Charlotte 49ers
90,"Morgan, Dez",DL,1,4,0,Charlotte 49ers
5,"Murray, Tyler",DB,3,6,6,Charlotte 49ers
71,"Muslim, Arabee",OL,1,0,0,Charlotte 49ers
27,"Nelson, McKinley",RB,3,0,0,Charlotte 49ers
44,"Nicholson, Zach",P,2,0,0,Charlotte 49ers
46,"Overholt, Dillon",LB,2,0,0,Charlotte 49ers
89,"Patten, Quinton",WR,1,1,0,Charlotte 49ers
29,"Pitman, Jonnie",DB,2,6,0,Charlotte 49ers
47,"Presley, Khalil",DT,4,3,0,Charlotte 49ers
42,"Rambert, Tiaseer",LB,1,0,0,Charlotte 49ers
69,"Rasuo, Dejan",OL,2,5,0,Charlotte 49ers
10,"Ratliff, Dylan",QB,2,0,0,Charlotte 49ers
58,"Ray, Johnny",DL,4,0,0,Charlotte 49ers
3,"Reynolds, Chris",QB,3,6,6,Charlotte 49ers
90,"Riley, Austin",K,1,0,0,Charlotte 49ers
81,"Ringwood, Tyler",WR,4,5,0,Charlotte 49ers
80,"Roberson, Christian",TE,4,1,0,Charlotte 49ers
30,"Robitaille, Marcus",DB,1,0,0,Charlotte 49ers
95,"Roddy, Rayshaad",DT,3,0,0,Charlotte 49ers
6,"Rogers, solomon",DB,2,6,1,Charlotte 49ers
57,"Sa'o, Siah",DL,4,6,2,Charlotte 49ers
86,"Saccomanno, Moss",TE,3,6,0,Charlotte 49ers
33,"Sharpe, Jaylon",LB,2,5,0,Charlotte 49ers
2,"Shoffner, Dom",QB,3,4,0,Charlotte 49ers
13,"Smalls Jr., Terrick",RB,2,0,0,Charlotte 49ers
50,"Smith, Darion",DL,1,1,0,Charlotte 49ers
92,"Stewart, Demond",DL,4,0,0,Charlotte 49ers
87,"Thomas, Chylon",WR,3,0,0,Charlotte 49ers
1,"Thompson, Taylor",TE,1,6,4,Charlotte 49ers
75,"Timmons, Jonathan",OL,4,2,2,Charlotte 49ers
9,"Tucker, Victor",WR,3,6,6,Charlotte 49ers
21,"Turner, Elijah",RB,1,0,0,Charlotte 49ers
59,"Turner, B.J.",LB,2,4,0,Charlotte 49ers
1,"Ursery, Shedrick",DB,1,5,0,Charlotte 49ers
60,"Wallace, Bryan",DL,2,6,4,Charlotte 49ers
40,"Watts, Markees",DE,3,5,1,Charlotte 49ers
63,"Webb, Jacob",OL,3,0,0,Charlotte 49ers
54,"Welborn, Gage",OL,2,3,0,Charlotte 49ers
97,"Weldon, Damon",DL,2,5,0,Charlotte 49ers
17,"Werness, Ford",QB,2,0,0,Charlotte 49ers
93,"White, Emmanuel",DE,3,0,0,Charlotte 49ers
27,"Whitehead, Bryson",DB,1,2,1,Charlotte 49ers
83,"Wiggins, Chris",WR,2,5,0,Charlotte 49ers
0,"Williams, Antone",DB,4,6,6,Charlotte 49ers
24,"Williams, Lacy",DB,1,2,0,Charlotte 49ers
82,"Williams, Jaylan",TE,1,2,0,Charlotte 49ers
30,"Williams, Keegan",RB,1,0,0,Charlotte 49ers
36,"Adams, Will",DB,2,5,0,Cincinnati Bearcats
72,"Allen, Jonathan",OL,2,0,0,Cincinnati Bearcats
1,"Anderson, Sammy",DB,1,2,0,Cincinnati Bearcats
3,"Bacevich, Blake",DL,2,5,0,Cincinnati Bearcats
40,"Baker, DeMarco",LB,2,10,0,Cincinnati Bearcats
91,"Bales, Alex",K,1,2,0,Cincinnati Bearcats
48,"Bamman, Blake",LS,4,1,0,Cincinnati Bearcats
27,"Beavers, Darrian",LB,4,10,10,Cincinnati Bearcats
17,"Bell, Marquez",WR,1,1,0,Cincinnati Bearcats
57,"Blevins, Ben",OL,1,0,0,Cincinnati Bearcats
92,"Brooks, Curtis",DL,4,9,5,Cincinnati Bearcats
99,"Brown, Marcus",DL,4,10,4,Cincinnati Bearcats
94,"Brown, Chase",DL,3,0,0,Cincinnati Bearcats
5,"Bruscianelli, Jackson",LB,1,0,0,Cincinnati Bearcats
6,"Bryant, Ben",QB,3,8,0,Cincinnati Bearcats
7,"Bryant, Coby",DB,4,10,10,Cincinnati Bearcats
1,"Bumphis, Todd",DB,1,3,0,Cincinnati Bearcats
64,"Burns, Jake",OL,1,0,0,Cincinnati Bearcats
39,"Burton, Bryce",K,1,0,0,Cincinnati Bearcats
9,"Bush, Arquon",DB,2,9,7,Cincinnati Bearcats
32,"Camden, James",DB,1,0,0,Cincinnati Bearcats
86,"Campbell, Jack",TE,1,0,0,Cincinnati Bearcats
6,"Cook, Bryan",S,3,10,2,Cincinnati Bearcats
74,"Cooper, Jeremy",OL,3,9,3,Cincinnati Bearcats
82,"Davis, Noah",TE,3,0,0,Cincinnati Bearcats
2,"Dingle, Jacob",DB,2,9,0,Cincinnati Bearcats
23,"Doaks, Gerrid",RB,4,9,9,Cincinnati Bearcats
13,"Donaldson, Dalrone",WR,3,4,0,Cincinnati Bearcats
41,"Dublanko, Joel",LB,4,10,9,Cincinnati Bearcats
45,"Faulk, Barak",DL,1,0,0,Cincinnati Bearcats
14,"Fischer, Wyatt",WR,2,10,0,Cincinnati Bearcats
24,"Ford, Jerome",RB,2,10,1,Cincinnati Bearcats
5,"Forrest, Darrick",DB,4,10,10,Cincinnati Bearcats
1,"Gardner, Ahmad",DB,2,9,8,Cincinnati Bearcats
53,"Gerhardt, Gavin",OL,1,0,0,Cincinnati Bearcats
30,"Green, Alex",DB,1,0,0,Cincinnati Bearcats
70,"Groeber, Joey",OL,2,0,0,Cincinnati Bearcats
58,"Harper, Darius",OL,4,10,10,Cincinnati Bearcats
4,"Harris, Justin",DB,2,9,0,Cincinnati Bearcats
37,"Hawthorne, Steven",DL,1,0,0,Cincinnati Bearcats
3,"Hicks, Ja'von",DB,3,9,1,Cincinnati Bearcats
25,"Hill, Harrison",LB,3,0,0,Cincinnati Bearcats
46,"Horvath, Grant",DL,2,0,0,Cincinnati Bearcats
2,"Huber, Wilson",LB,3,8,0,Cincinnati Bearcats
60,"Hubert, Joe",OL,1,0,0,Cincinnati Bearcats
55,"Hudson, James",OL,3,10,10,Cincinnati Bearcats
62,"Hummel, Zach",OL,1,3,0,Cincinnati Bearcats
10,"Ingle, Brody",LB,2,9,0,Cincinnati Bearcats
2,"Jackson, Jayshon",WR,3,10,9,Cincinnati Bearcats
89,"Johnson, Bryant",WR,2,0,0,Cincinnati Bearcats
73,"Johnson, CJ",OL,2,0,0,Cincinnati Bearcats
5,"Jones, Jordan",WR,4,10,1,Cincinnati Bearcats
18,"Jones, Cam",TE,1,9,0,Cincinnati Bearcats
2,"Jones Jr., Daved",LB,1,6,0,Cincinnati Bearcats
98,"Keys, Mychal",DL,3,1,0,Cincinnati Bearcats
3,"Kirk, Casey",DB,3,2,0,Cincinnati Bearcats
29,"Koller, Ashton",WR,1,0,0,Cincinnati Bearcats
30,"Kopaygorodsky, Michael",RB,3,10,0,Cincinnati Bearcats
87,"Labelle, Bruno",TE,4,7,6,Cincinnati Bearcats
65,"Lamb, Cody",OL,3,10,0,Cincinnati Bearcats
47,"Lawler, Nate",TE,2,9,0,Cincinnati Bearcats
16,"Lindauer, Michael",QB,1,2,0,Cincinnati Bearcats
27,"Love, Norman",WR,1,0,0,Cincinnati Bearcats
16,"Lundberg, Luke",K,1,0,0,Cincinnati Bearcats
91,"Manigault, Miles",DL,3,0,0,Cincinnati Bearcats
52,"Martin, Daeshon",DL,2,1,0,Cincinnati Bearcats
68,"McAlister, Kobe",OL,1,0,0,Cincinnati Bearcats
0,"McClelland, Charles",RB,2,4,0,Cincinnati Bearcats
77,"McConnell, Vincent",OL,3,9,9,Cincinnati Bearcats
22,"McDonald, De'Arre",DB,1,0,0,Cincinnati Bearcats
76,"Mendiola, Marcelo",OL,2,1,0,Cincinnati Bearcats
51,"Metz, Lorenz",OL,3,8,0,Cincinnati Bearcats
31,"Meyer, Nate",WR,1,1,0,Cincinnati Bearcats
89,"Miles, Sterling",DL,1,0,0,Cincinnati Bearcats
22,"Montgomery, Ryan",RB,2,10,0,Cincinnati Bearcats
57,"Mullaney, Ryan",DL,1,0,0,Cincinnati Bearcats
50,"O'Quinn, Dylan",OL,3,10,7,Cincinnati Bearcats
44,"Oakes, Mick",TE,3,5,0,Cincinnati Bearcats
2,"Pace, Deshawn",LB,1,8,0,Cincinnati Bearcats
10,"Perry, Jack",QB,2,0,0,Cincinnati Bearcats
96,"Perry, Dominique",DL,1,0,0,Cincinnati Bearcats
96,"Pfeiffer, Cayson",LS,1,10,0,Cincinnati Bearcats
97,"Phillips, Eric",DL,1,6,0,Cincinnati Bearcats
12,"Pierce, Alec",WR,3,6,4,Cincinnati Bearcats
43,"Pitts, Michael",DL,4,5,1,Cincinnati Bearcats
93,"Ponder, Elijah",DL,4,9,9,Cincinnati Bearcats
3,"Prater, Evan",QB,1,1,0,Cincinnati Bearcats
15,"Prater, Garyn",WR,3,0,0,Cincinnati Bearcats
56,"Renfro, Jake",OL,1,7,6,Cincinnati Bearcats
9,"Ridder, Desmond",QB,3,10,10,Cincinnati Bearcats
18,"Robey, Josiah",DB,3,0,0,Cincinnati Bearcats
52,"Robinson, Jakarai",C,3,7,4,Cincinnati Bearcats
35,"Royer, Ryan",LB,3,10,0,Cincinnati Bearcats
54,"Ruffin, Izaiah",DL,1,0,0,Cincinnati Bearcats
2,"Sanders, Myjai",DL,3,10,10,Cincinnati Bearcats
80,"Scott, Chris",WR,1,0,0,Cincinnati Bearcats
21,"Scott, Tyler",WR,1,10,0,Cincinnati Bearcats
39,"Sheppard, Jaquan",DB,2,8,0,Cincinnati Bearcats
88,"Singletary, Payten",TE,1,4,0,Cincinnati Bearcats
67,"Smith, Jaxon",OL,1,0,0,Cincinnati Bearcats
1,"Smith, Cole",K,2,10,0,Cincinnati Bearcats
37,"Smith, James",P,4,10,0,Cincinnati Bearcats
83,"Smith, Blue",WR,2,0,0,Cincinnati Bearcats
90,"Taylor, Jabari",DL,3,10,3,Cincinnati Bearcats
11,"Taylor, Leonard",TE,3,10,5,Cincinnati Bearcats
2,"Thomas, Jaheim",LB,1,4,0,Cincinnati Bearcats
26,"Thomas, Phil",DB,1,0,0,Cincinnati Bearcats
32,"Thomas, Jiair",WR,2,0,0,Cincinnati Bearcats
20,"Thompson, Jadon",WR,1,6,2,Cincinnati Bearcats
7,"Tucker, Tre",WR,2,10,0,Cincinnati Bearcats
19,"Tucky, Ethan",DL,4,10,1,Cincinnati Bearcats
1,"Van Fossen, Ty",LB,2,10,1,Cincinnati Bearcats
42,"Vann, Malik",DL,3,9,1,Cincinnati Bearcats
66,"Voelker, Ethan",OL,3,1,0,Cincinnati Bearcats
1,"Ward, Taj",DB,2,9,0,Cincinnati Bearcats
38,"Welcsh, Jack",DB,1,0,0,Cincinnati Bearcats
8,"White, Jarell",LB,4,10,9,Cincinnati Bearcats
81,"Whyle, Josh",TE,3,10,2,Cincinnati Bearcats
1,"Wiggins, James",S,4,9,9,Cincinnati Bearcats
75,"Williams, John",OL,1,4,0,Cincinnati Bearcats
34,"Wodtly, Justin",DL,1,2,0,Cincinnati Bearcats
71,"Woodside, Colin",OL,3,10,1,Cincinnati Bearcats
33,"Wright, Ethan",RB,1,7,1,Cincinnati Bearcats
8,"Young, Michael",WR,3,10,10,Cincinnati Bearcats
25,"Young, Cameron",RB,4,2,0,Cincinnati Bearcats
1,"Ajou, Ajou",WR,1,10,0,Clemson Tigers
45,"Allen, Sergio",LB,1,5,0,Clemson Tigers
84,"Allen, Davis",TE,2,12,0,Clemson Tigers
58,"Barrett, Ryan",DE,3,0,0,Clemson Tigers
2,"Becker, Michael",S,2,2,0,Clemson Tigers
42,"Bentley, LaVonta",LB,1,12,0,Clemson Tigers
43,"Blackston, Will",TE,1,1,0,Clemson Tigers
50,"Boateng, Kaleb",OL,1,1,0,Clemson Tigers
65,"Bockhorst, Matt",OG,3,12,12,Clemson Tigers
68,"Boggs, Will",OL,1,0,0,Clemson Tigers
23,"Booth Jr., Andrew",CB,2,11,4,Clemson Tigers
1,"Bowman, Demarkcus",RB,1,2,0,Clemson Tigers
11,"Bresee, Bryan",DL,1,12,10,Clemson Tigers
34,"Brissey, Jack",DE,1,2,0,Clemson Tigers
52,"Brown, Tyler",LS,4,4,0,Clemson Tigers
82,"Brown, Will",WR,3,8,0,Clemson Tigers
1,"Capehart, DeMonte",DL,1,4,0,Clemson Tigers
79,"Carman, Jackson",OT,3,12,12,Clemson Tigers
3,"Castner, Quinn",K,1,1,0,Clemson Tigers
2,"Chalk, J.C.",TE,4,9,0,Clemson Tigers
18,"Charleston, Joseph",S,2,11,6,Clemson Tigers
4,"Cote, David",LB,1,2,0,Clemson Tigers
4,"Cote, Peter",S,3,3,0,Clemson Tigers
60,"Cranford, Mac",OL,1,1,0,Clemson Tigers
13,"Davis, Tyler",DT,2,7,7,Clemson Tigers
2,"Davis II, fred",CB,1,11,0,Clemson Tigers
2,"Dixon, Lyn-J",RB,3,10,0,Clemson Tigers
2,"Donnelly, Carson",S,2,12,0,Clemson Tigers
19,"Dukes, Michel",RB,2,8,0,Clemson Tigers
83,"Earle, Hampton",WR,1,2,0,Clemson Tigers
91,"Eddis, Nick",DT,3,2,0,Clemson Tigers
95,"Edwards, James",DT,3,2,0,Clemson Tigers
67,"Edwards, Will",OT,2,2,0,Clemson Tigers
69,"Edwards, Jacob",OL,3,2,0,Clemson Tigers
87,"Ennis, Sage",TE,1,4,0,Clemson Tigers
9,"Etienne, Travis",RB,4,12,12,Clemson Tigers
35,"Foster, Justin",DE,4,1,0,Clemson Tigers
88,"Galloway, Braden",TE,3,12,12,Clemson Tigers
31,"Goodrich, Mario",CB,3,8,4,Clemson Tigers
2,"Greene, Hamp",WR,1,2,0,Clemson Tigers
2,"Greene, Malcolm",CB,1,12,3,Clemson Tigers
1,"Helms, Hunter",QB,1,3,0,Clemson Tigers
5,"Henry, K.J.",DE,2,12,6,Clemson Tigers
37,"Herbstreit, Jake",S,1,0,0,Clemson Tigers
86,"Herbstreit, Tye",WR,1,1,0,Clemson Tigers
75,"Howard, Trent",OL,1,3,0,Clemson Tigers
4,"Jackson, Josh",WR,4,4,0,Clemson Tigers
90,"Jefferies, Darnell",DT,2,7,0,Clemson Tigers
5,"Johnson, Tayquon",OG,1,11,0,Clemson Tigers
26,"Jones, Sheridan",CB,2,11,8,Clemson Tigers
6,"Jones Jr., Mike",LB,2,10,7,Clemson Tigers
1,"Kendrick, Derion",CB,3,9,8,Clemson Tigers
2,"Ladson Jr., frank",WR,2,10,4,Clemson Tigers
16,"Lawrence, Trevor",QB,3,10,10,Clemson Tigers
85,"Lay, Jaelyn",TE,1,12,0,Clemson Tigers
3,"Lucas, Ty",RB,2,2,0,Clemson Tigers
46,"Maddox, Jack",LS,3,12,0,Clemson Tigers
30,"Maguire, Keith",LB,1,11,0,Clemson Tigers
49,"Maloney, Matthew",LB,1,3,0,Clemson Tigers
7,"Mascoll, Justin",DE,2,12,9,Clemson Tigers
89,"May, Max",WR,2,8,0,Clemson Tigers
3,"Mayers, Sylvester",RB,3,3,0,Clemson Tigers
77,"Mayes, Mitchell",OL,1,7,0,Clemson Tigers
39,"McAtee, Bubba",S,1,2,0,Clemson Tigers
2,"McCall, Jack",CB,3,1,0,Clemson Tigers
71,"McFadden, Jordan",OT,2,12,12,Clemson Tigers
63,"McIntosh, Zac",OL,3,2,0,Clemson Tigers
4,"McMahan, Matt",LB,1,1,0,Clemson Tigers
27,"Mellusi, Chez",RB,2,10,0,Clemson Tigers
9,"Mickens, R.J.",S,1,10,0,Clemson Tigers
98,"Murphy, Myles",DE,1,12,6,Clemson Tigers
1,"Ngata, Joseph",WR,2,7,3,Clemson Tigers
33,"Orhorhoro, Ruke",DT,2,4,0,Clemson Tigers
1,"Pace, Kobe",RB,1,9,0,Clemson Tigers
64,"Parks, Walker",OL,1,11,0,Clemson Tigers
1,"Patterson, Kane",LB,2,12,0,Clemson Tigers
25,"Phillips, Jalyn",S,2,11,1,Clemson Tigers
7,"Phommachanh, Taisun",QB,1,4,0,Clemson Tigers
44,"Pinckney, Nyles",DT,4,12,2,Clemson Tigers
29,"Potter, B.T.",K,3,12,0,Clemson Tigers
17,"Powell, Cornell",WR,4,12,12,Clemson Tigers
80,"Price, Luke",TE,3,0,0,Clemson Tigers
56,"Putnam, Will",OL,2,12,12,Clemson Tigers
92,"Randolph, Klayton",DE,2,1,0,Clemson Tigers
55,"Rayburn, Hunter",OL,1,6,0,Clemson Tigers
21,"Rencher, Darien",RB,4,12,0,Clemson Tigers
32,"Reuben, Etinosa",DT,1,7,0,Clemson Tigers
41,"Roberts, Andrew",DE,2,0,0,Clemson Tigers
3,"Rodgers, Amari",WR,4,12,12,Clemson Tigers
8,"Ross, Justyn",WR,3,0,0,Clemson Tigers
22,"Simpson, Trenton",LB,1,12,3,Clemson Tigers
47,"Skalski, James",LB,4,9,8,Clemson Tigers
10,"Spector, Baylon",LB,3,12,10,Clemson Tigers
1,"Spector, Brannon",WR,1,11,1,Clemson Tigers
48,"Spiers, Will",P,4,12,0,Clemson Tigers
62,"Stewart, Cade",OL,4,12,12,Clemson Tigers
39,"Swanson, Aidan",P,1,3,0,Clemson Tigers
81,"Swinney, Drew",WR,2,5,0,Clemson Tigers
2,"Swinney, Will",WR,4,12,0,Clemson Tigers
14,"Swint, Kevin",LB,1,10,0,Clemson Tigers
15,"Talton, James",QB,1,0,0,Clemson Tigers
57,"Tchio, Paul",OL,1,9,0,Clemson Tigers
3,"Thomas, Xavier",DE,3,7,1,Clemson Tigers
1,"Thornton III, Ray",S,1,12,2,Clemson Tigers
54,"Trotter, Mason",OL,1,9,0,Clemson Tigers
73,"Tucker, Bryn",OL,1,3,0,Clemson Tigers
38,"Turner, Elijah",S,4,12,0,Clemson Tigers
24,"Turner, Nolan",S,4,12,11,Clemson Tigers
5,"Uiagalelei, D.J.",QB,1,10,2,Clemson Tigers
53,"Upshaw, Regan",DE,4,10,0,Clemson Tigers
15,"Venables, Jake",LB,2,9,4,Clemson Tigers
12,"Venables, Tyler",S,1,12,0,Clemson Tigers
72,"Vinson, Blake",OL,2,3,0,Clemson Tigers
41,"Weitz, Jonathan",K,1,1,0,Clemson Tigers
20,"Williams, LeAnthony",CB,3,11,0,Clemson Tigers
8,"Williams, Tré",DT,1,2,0,Clemson Tigers
6,"Williams, E.J.",WR,1,12,4,Clemson Tigers
76,"Williams, John",OL,1,2,0,Clemson Tigers
59,"Williams, Jordan",DT,3,11,3,Clemson Tigers
40,"Williams, Greg",DE,1,7,0,Clemson Tigers
36,"Zanders, Lannden",S,2,10,9,Clemson Tigers
65,"Addison, Jayden",OL,1,0,0,Coastal Carolina Chanticleers
1,"Baker, Myles",CB,1,7,0,Coastal Carolina Chanticleers
23,"Beasley, CJ",RB,1,2,0,Coastal Carolina Chanticleers
3,"Bedgood, Aaron",WR,2,0,0,Coastal Carolina Chanticleers
79,"Bedosky, Steven",OL,4,12,12,Coastal Carolina Chanticleers
2,"Bennett, Braydon",RB,1,4,0,Coastal Carolina Chanticleers
2,"Biscardi, Massimo",K,3,12,0,Coastal Carolina Chanticleers
48,"Bomar, Davon",DE,1,5,0,Coastal Carolina Chanticleers
75,"Bowers, Mason",OL,1,0,0,Coastal Carolina Chanticleers
52,"Brewer, C.J",DT,4,12,12,Coastal Carolina Chanticleers
39,"Britton, Aden",LB,1,0,0,Coastal Carolina Chanticleers
42,"Broom, Jake",TE,1,1,0,Coastal Carolina Chanticleers
30,"Brown, Shon",DE,1,0,0,Coastal Carolina Chanticleers
11,"Brown, Randall",RB,1,0,0,Coastal Carolina Chanticleers
11,"Brown, Kameron",WR,4,12,1,Coastal Carolina Chanticleers
1,"Bruce, Shane",LB,1,7,0,Coastal Carolina Chanticleers
81,"Bunch, Payton",TE,1,0,0,Coastal Carolina Chanticleers
61,"Burch, Collin",DT,2,0,0,Coastal Carolina Chanticleers
14,"Burkert, Justin",K,1,0,0,Coastal Carolina Chanticleers
38,"Burroughs-Rogers, Nic",TE,1,1,0,Coastal Carolina Chanticleers
1,"Burton, Kameron",S,3,8,0,Coastal Carolina Chanticleers
23,"Bush, Derick",CB,3,12,12,Coastal Carolina Chanticleers
46,"Byrd, Kenny",LB,1,0,0,Coastal Carolina Chanticleers
12,"Carpenter, Bryce",QB,3,8,0,Coastal Carolina Chanticleers
63,"Carter, Trey",OL,4,12,12,Coastal Carolina Chanticleers
84,"Childs, Nick",WR,1,1,0,Coastal Carolina Chanticleers
15,"Clark, Jerrod",DT,2,12,11,Coastal Carolina Chanticleers
35,"Colahan, Kieran",K,1,1,0,Coastal Carolina Chanticleers
54,"Cole, Trevor",LB,1,0,0,Coastal Carolina Chanticleers
26,"Connelly, Isaiah",RB,1,1,0,Coastal Carolina Chanticleers
25,"Darboe, Jamar",LB,2,2,0,Coastal Carolina Chanticleers
85,"Darby, Jalen",WR,2,0,0,Coastal Carolina Chanticleers
17,"Denmark, Sam",WR,4,12,11,Coastal Carolina Chanticleers
27,"Diggs, Aaron",LB,1,0,0,Coastal Carolina Chanticleers
50,"Donald, Jordan",OL,2,0,0,Coastal Carolina Chanticleers
2,"Ellenberger, Luke",S,1,0,0,Coastal Carolina Chanticleers
45,"Evans, Chris",DE,3,12,0,Coastal Carolina Chanticleers
99,"Finklea, Tate",DE,1,1,0,Coastal Carolina Chanticleers
62,"Fitzgerald, Sean",OL,3,7,0,Coastal Carolina Chanticleers
14,"Fountain, Deon",WR,1,1,0,Coastal Carolina Chanticleers
31,"Gabe II, Wilt",DE,2,0,0,Coastal Carolina Chanticleers
34,"Gallagher, Teddy",LB,4,12,12,Coastal Carolina Chanticleers
5,"Geiger, Travis",DT,2,12,1,Coastal Carolina Chanticleers
4,"Gladney, Kendricks",LB,4,12,1,Coastal Carolina Chanticleers
35,"Goodman, Jaimeer",CB,2,0,0,Coastal Carolina Chanticleers
53,"Green, Kip",OL,1,0,0,Coastal Carolina Chanticleers
7,"Guest, Jarrett",QB,1,1,0,Coastal Carolina Chanticleers
94,"Gunter, Jeffrey",DE,3,12,12,Coastal Carolina Chanticleers
68,"Hamilton, Blake",OL,1,0,0,Coastal Carolina Chanticleers
6,"Heiligh, Javion",WR,3,12,12,Coastal Carolina Chanticleers
19,"Hope, Nate",RB,2,1,0,Coastal Carolina Chanticleers
17,"Huskey, De'Angelo",CB,3,0,0,Coastal Carolina Chanticleers
9,"Jackson, Tarron",DE,4,12,12,Coastal Carolina Chanticleers
3,"Jackson, fred",WR,3,1,0,Coastal Carolina Chanticleers
22,"Johnson, DJ",TE,1,0,0,Coastal Carolina Chanticleers
3,"Johnson II, KJ",S,2,9,0,Coastal Carolina Chanticleers
93,"Johnson Jr., James",DT,1,1,0,Coastal Carolina Chanticleers
5,"Jones, Shermari",RB,3,12,1,Coastal Carolina Chanticleers
36,"Jordan, William",LB,1,0,0,Coastal Carolina Chanticleers
29,"Kelly, Silas",LB,4,12,11,Coastal Carolina Chanticleers
8,"Kelly , Damari",CB,2,12,0,Coastal Carolina Chanticleers
21,"Killen, JT",LB,1,12,0,Coastal Carolina Chanticleers
57,"Lampkin, Willie",OL,1,12,12,Coastal Carolina Chanticleers
2,"Latushko, Greg",WR,4,12,1,Coastal Carolina Chanticleers
1,"Leszczynski, Drew",WR,1,3,0,Coastal Carolina Chanticleers
4,"Likely, Isaiah",TE,3,11,8,Coastal Carolina Chanticleers
72,"Loper, Antwine",OL,3,11,10,Coastal Carolina Chanticleers
95,"Magee, Johnny",DE,2,0,0,Coastal Carolina Chanticleers
43,"Makonzo, Enock",LB,3,12,11,Coastal Carolina Chanticleers
25,"Malloy, Christian",RB,2,0,0,Coastal Carolina Chanticleers
67,"Manson, Donavan",OL,1,0,0,Coastal Carolina Chanticleers
1,"Marable, CJ",RB,4,12,12,Coastal Carolina Chanticleers
89,"Marchese, Tyler",TE,3,0,0,Coastal Carolina Chanticleers
26,"Matts, Brayden",S,3,12,12,Coastal Carolina Chanticleers
46,"Mauldin, Logan",TE,1,0,0,Coastal Carolina Chanticleers
1,"McCall, Grayson",QB,1,11,11,Coastal Carolina Chanticleers
88,"McCarthy, Conner",WR,2,6,0,Coastal Carolina Chanticleers
66,"McDonald, Will",OL,1,10,0,Coastal Carolina Chanticleers
87,"McFarlane, Michael",TE,3,12,6,Coastal Carolina Chanticleers
4,"McSweeney, Patrick",TE,2,10,0,Coastal Carolina Chanticleers
92,"Milnac, Mark",DT,1,0,0,Coastal Carolina Chanticleers
47,"Mitchell, Cameron",S,1,0,0,Coastal Carolina Chanticleers
1,"Mobley, Tyson",WR,1,5,1,Coastal Carolina Chanticleers
69,"Moise, Willie",OL,1,0,0,Coastal Carolina Chanticleers
70,"Moreno, Cesar",OL,3,4,0,Coastal Carolina Chanticleers
16,"Morris, Jordan",CB,2,12,0,Coastal Carolina Chanticleers
80,"Morrow, Rob",WR,3,2,0,Coastal Carolina Chanticleers
41,"Olufemi, Myles",DE,4,11,0,Coastal Carolina Chanticleers
9,"Ouverson, Charles",P,4,12,0,Coastal Carolina Chanticleers
71,"Owusu-Appiah, Isaac",OL,1,11,0,Coastal Carolina Chanticleers
9,"Payton, fred",QB,3,9,1,Coastal Carolina Chanticleers
49,"Perry, Jayden",LS,1,3,0,Coastal Carolina Chanticleers
3,"Pinson, Baden",RB,3,12,0,Coastal Carolina Chanticleers
44,"Porter, E.J.",LB,3,12,1,Coastal Carolina Chanticleers
37,"Prosser, Myles",P,3,0,0,Coastal Carolina Chanticleers
33,"Randall, Austin",S,1,0,0,Coastal Carolina Chanticleers
22,"Reich, Coleman",LB,1,11,0,Coastal Carolina Chanticleers
82,"Roberts, Tyler",WR,3,0,0,Coastal Carolina Chanticleers
96,"Roberts, Kennedy",DT,2,12,0,Coastal Carolina Chanticleers
40,"Ryan, Braylon",DE,1,1,0,Coastal Carolina Chanticleers
